mean,std,variance,skewness,kurtosis,entropy,contrast,homogeneity,energy,correlation,labels
74.81884765625,43.498298236291426,1892.1019494533539,1.1608283691478996,1.1758368018064775,4.9537816333617,164.3434895833334,0.1214048760771508,0.018473978908383443,0.956615924271397,0
96.81999206542969,39.61341576837104,1569.2227088378277,1.0557508674732279,0.39765753594737596,4.804214691049296,191.8339460784314,0.10123277705749573,0.019102389853196223,0.938841368295937,0
43.58497619628906,43.48028657391727,1890.5353205499705,1.5383599067542666,1.8083008708371429,4.680472918569091,272.15542279411767,0.10009816833514382,0.022485198805993683,0.9281187525419162,0
37.142974853515625,41.996704758052296,1763.7232105350122,1.9333936099082525,3.375424759372673,4.48102732672457,221.77866115196076,0.12432787369339214,0.029333665664900622,0.9371969131939903,0
55.42698669433594,49.174396656073334,2418.1212864888366,1.1927041964602374,0.7993638698767573,4.898813377040988,253.44584865196083,0.1186246009932912,0.022108338078775356,0.9476430786645386,0
75.34767150878906,46.68590787932793,2179.5739945170935,1.0280476852659923,0.3852022631358225,4.978079063493898,243.73763786764704,0.11187976518425692,0.018536495022755464,0.9441382472620239,0
75.39338684082031,41.56863960869411,1727.9517989174929,1.1231426832490092,1.1507944326718915,4.9789283215517335,274.78527879901964,0.08626747783163574,0.014268234553668884,0.9205430050292399,0
54.05558776855469,51.95586730511526,2699.412147426745,1.1048391098725026,0.43490886241758364,4.927011676150809,214.1306525735294,0.11730544266934496,0.02310513712395155,0.9604050868958319,0
44.81065368652344,45.82163944050414,2099.622641015565,1.4647877646069365,1.5950876270976808,4.708897415216827,192.99364276960785,0.11447413541617121,0.024921045874559882,0.9540471626351668,0
45.55189514160156,46.632658629329626,2174.6048508395907,1.4306739298392797,1.4591876854055466,4.730488607333935,200.39113051470588,0.11332527832410833,0.024175553351710722,0.9539409489639662,0
69.52932739257812,39.576249638032365,1566.279535411857,1.360864310454455,1.8643149320511974,4.8345198940632015,151.87486213235294,0.12155715888416897,0.019152131966367877,0.9515859365320449,0
71.30094909667969,43.58277495783164,1899.4582730249967,1.2229697452462764,1.026049177144202,4.8391855162133295,135.1776348039215,0.14814192417525002,0.0239244301046167,0.9644562808280744,0
71.582763671875,39.7694894460517,1581.6122907996178,1.1355573192301565,1.2875985489958834,4.9240509987238275,365.38610600490205,0.07654468209207768,0.014041496293029707,0.8847113301084177,0
